"Adaugare date: 2024-02-28T20:15:39.649955-----------------------------------------------"
"2024-02-01T18:20:09","GB","16","9","54"
"2024-02-01T18:20:59","BA","11","8","54"
"2024-02-01T18:27:50","MB","18","8","54"
"2024-02-01T18:36:04","LB","31","8","54"
"2024-02-01T19:43:17","Ks","2","6","54"
"2024-02-02T11:27:14","PR","7","3","70"
"2024-02-02T11:27:55","JM","6","5","70"
"2024-02-02T11:28:32","Ks","2","4","70"
"2024-02-02T11:29:40","EV","9","5","70"
"2024-02-02T11:30:05","NA","4","5","70"
"2024-02-02T11:31:25","ȘM","14","4","70"
"2024-02-02T11:39:30","MB","18","6","70"
"2024-02-02T11:40:58","GB","16","4","70"
"2024-02-02T11:42:07","BA","11","6","70"
"2024-02-02T11:42:57","GR","1","4","70"
"2024-02-02T11:43:52","LB","31","6","70"
"2024-02-02T11:48:02","CG","22","5","70"
"2024-02-02T11:49:24","vb","5","3","70"
"2024-02-02T11:58:16","VA","80","6","70"
"2024-02-02T12:00:22","TM","100","5","70"
"2024-02-03T09:54:01","gr","1","4","45"
"2024-02-03T09:54:52","MB","18","8","45"
"2024-02-03T09:54:57","Va","80","6","45"
"2024-02-03T09:59:54","PR","7","6","45"
"2024-02-03T10:02:38","TM","100","6","45"
"2024-02-03T10:02:44","EV","9","6","45"
"2024-02-03T10:31:58","NA","4","6","45"
"2024-02-03T10:32:20","CD","70","7","45"
"2024-02-03T10:34:59","CG","22","6","45"
"2024-02-03T10:44:30","LB","31","7","45"
"2024-02-03T10:45:42","BA","11","6","45"
"2024-02-04T12:45:42","-","0","6","45"
"2024-02-04T14:23:37","JM","6","5","45"
"2024-02-04T16:01:19","vb","5","8","45"
"2024-02-05T18:01:29","EV","9","5","45"
"2024-02-06T11:36:07","CD","70","4","85"
"2024-02-06T11:39:09","BA","11","6","85"
"2024-02-06T11:40:46","EV","9","5","85"
"2024-02-06T11:41:53","NA","4","5","85"
"2024-02-06T11:43:21","GR","1","1","85"
"2024-02-06T11:43:50","PR","7","3","85"
"2024-02-06T11:49:54","GB","16","3","85"
"2024-02-06T11:51:11","MB","18","7","85"
"2024-02-06T11:52:46","LB","31","6","85"
"2024-02-06T11:53:10","TD","98","7","85"
"2024-02-06T11:56:44","t","28","3","85"
"2024-02-06T12:05:11","JM","6","5","85"
"2024-02-06T12:26:47","rp","97","6","85"
"2024-02-06T13:01:29","Ks","2","4","85"
"2024-02-06T13:07:49","Va","80","6","85"
"2024-02-06T13:29:09","ȘA","12","3","85"
"Adaugare date: 2024-02-28T20:19:52.130378-----------------------------------------------"
"Adaugare date: 2024-02-28T20:20:20.531241-----------------------------------------------"
"Adaugare date: 2024-02-28T20:20:21.478743-----------------------------------------------"
"Adaugare date: 2024-02-28T20:20:22.369685-----------------------------------------------"
"Adaugare date: 2024-02-28T20:20:24.703038-----------------------------------------------"
"Adaugare date: 2024-02-28T20:20:25.565717-----------------------------------------------"
"Adaugare date: 2024-02-28T20:20:26.354701-----------------------------------------------"
"Adaugare date: 2024-02-28T20:20:27.139683-----------------------------------------------"
